구분,지역,시험종류,연도,회차,시험구분,임용기관,직렬,직류,직급,대상,선발,접수,합격선,원본파일명
B,국가직,공무원,2023,2차-전공,공개경쟁,,행정,우정사업본부,7급,장애인,2,8,64.00,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,행정,재경,7급,장애인,1,5,65.00,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,행정,고용노동,7급,장애인,2,20,52.00,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,행정,선거행정,7급,장애인,2,25,75.00,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,세무,세무,7급,장애인,7,45,50.00,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,관세,관세,7급,장애인,2,10,61.00,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,통계,통계,7급,장애인,1,6,,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,감사,감사,7급,장애인,2,38,55.00,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,공업,일반기계,7급,장애인,2,3,,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,공업,전기,7급,장애인,1,4,,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,공업,화공,7급,장애인,1,1,,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,시설,일반토목,7급,장애인,3,1,,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,시설,건축,7급,장애인,1,3,,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,방재안전,방재안전,7급,장애인,1,1,63.00,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,전산,전산개발,7급,장애인,3,10,58.00,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,전산,데이터,7급,장애인,1,1,,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,방송통신,전송기술,7급,장애인,2,2,,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,국가직,공무원,2023,2차-전공,공개경쟁,,외무영사,외무영사,7급,장애인,2,26,70.00,(붙임) 2023년도 국가공무원 7급 공개경쟁채용 제2차시험 합격선 및 합격자 통계 .pdf
B,경기,공무원,2023,2회,공개경쟁,경기도,행정,일반행정,7급,일반,7,2167,97,2023년도 제2회 경기도 공개경쟁(7급) 필기시험 합격선.pdf
B,경기,공무원,2023,2회,공개경쟁,평택시,행정,일반행정,7급,일반,1,107,87,2023년도 제2회 경기도 공개경쟁(7급) 필기시험 합격선.pdf
B,경기,공무원,2023,2회,공개경쟁,경기도,행정,일반행정,7급,장애인,1,38,54,2023년도 제2회 경기도 공개경쟁(7급) 필기시험 합격선.pdf
B,경기,공무원,2023,2회,공개경쟁,경기도,녹지,산림자원,7급,일반,2,65,76,2023년도 제2회 경기도 공개경쟁(7급) 필기시험 합격선.pdf
B,경남,공무원,2023,2회,공개경쟁,창원시,행정,일반행정,7급,일반,2,684,97.00,경남 7급 응시율+합격선 병합(창원시 일반행정)
B,경북,공무원,2023,2회,공개경쟁,경북도,행정,일반행정,7급,일반,5,309,94,2023년도 경상북도 7급 공채 필기시험 합격선.pdf
B,경북,공무원,2023,2회,공개경쟁,포항시,행정,일반행정,7급,일반,2,150,93,2023년도 경상북도 7급 공채 필기시험 합격선.pdf
B,경북,공무원,2023,2회,공개경쟁,경주시,행정,일반행정,7급,일반,1,69,91,2023년도 경상북도 7급 공채 필기시험 합격선.pdf
B,경북,공무원,2023,2회,공개경쟁,김천시,행정,일반행정,7급,일반,1,59,89,2023년도 경상북도 7급 공채 필기시험 합격선.pdf
B,경북,공무원,2023,2회,공개경쟁,구미시,행정,일반행정,7급,일반,1,79,87,2023년도 경상북도 7급 공채 필기시험 합격선.pdf
B,경북,공무원,2023,2회,공개경쟁,영천시,행정,일반행정,7급,일반,1,49,87,2023년도 경상북도 7급 공채 필기시험 합격선.pdf
B,경북,공무원,2023,2회,공개경쟁,상주시,행정,일반행정,7급,일반,1,66,89,2023년도 경상북도 7급 공채 필기시험 합격선.pdf
B,경북,공무원,2023,2회,공개경쟁,경산시,행정,일반행정,7급,일반,1,65,90,2023년도 경상북도 7급 공채 필기시험 합격선.pdf
B,경북,공무원,2023,2회,공개경쟁,영양군,행정,일반행정,7급,일반,1,31,74,2023년도 경상북도 7급 공채 필기시험 합격선.pdf
B,경북,공무원,2023,2회,공개경쟁,칠곡군,행정,일반행정,7급,일반,1,62,87,2023년도 경상북도 7급 공채 필기시험 합격선.pdf
B,경북,공무원,2023,2회,공개경쟁,봉화군,행정,일반행정,7급,일반,1,36,76,2023년도 경상북도 7급 공채 필기시험 합격선.pdf
B,경북,공무원,2023,2회,공개경쟁,울진군,행정,일반행정,7급,일반,1,25,81,2023년도 경상북도 7급 공채 필기시험 합격선.pdf
B,경북,공무원,2023,2회,공개경쟁,영덕군,행정,일반행정,7급,장애인,1,3,,2023년도 경상북도 7급 공채 필기시험 합격선.pdf
B,광주,공무원,2023,2회,공개경쟁,,행정,일반행정,7급,일반,3,653,95,광주 7급 응시율+합격선 병합
B,광주,공무원,2023,2회,공개경쟁,,수의,수의,7급,일반,1,5,80,광주 7급 응시율+합격선 병합
B,대구,공무원,2023,3회,공개경쟁,,행정,일반행정,7급,일반,12,1338,94,대구 7급 응시율+합격선 병합
B,대전,공무원,2023,2회,공개경쟁,,행정,일반행정,7급,일반,5,774,95.00,대전 7급 응시율+합격선 병합
B,대전,공무원,2023,2회,공개경쟁,,수의,수의,7급,일반,4,3,65.00,대전 7급 응시율+합격선 병합
B,부산,공무원,2023,,공개경쟁,,행정,일반행정,7급,일반,7,1539,95.00,부산 7급 응시율/합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,행정,일반행정,7급,일반,44,8987,96,서울 7급 현황+합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,행정,일반행정,7급,지방의회,10,799,95,서울 7급 현황+합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,행정,일반행정,7급,장애인,3,149,82,서울 7급 현황+합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,감사,감사,7급,일반,2,226,90,서울 7급 현황+합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,세무,지방세,7급,일반,3,731,84,서울 7급 현황+합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,공업,일반기계,7급,일반,5,245,80,서울 7급 현황+합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,공업,일반전기,7급,일반,1,192,72,서울 7급 현황+합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,공업,일반화공,7급,일반,2,158,86,서울 7급 현황+합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,녹지,산림자원,7급,일반,4,122,73,서울 7급 현황+합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,녹지,조경,7급,일반,4,159,71,서울 7급 현황+합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,환경,일반환경,7급,일반,1,90,77,서울 7급 현황+합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,시설,일반토목,7급,일반,24,369,68,서울 7급 현황+합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,시설,일반토목,7급,장애인,1,2,,서울 7급 현황+합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,시설,건축,7급,일반,16,349,71,서울 7급 현황+합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,시설,건축,7급,장애인,1,4,,서울 7급 현황+합격선 병합
B,서울,공무원,2023,2회,공개경쟁,,방송통신,통신기술,7급,일반,4,186,65,서울 7급 현황+합격선 병합
B,세종,공무원,2023,2회,공개경쟁,,행정,일반행정,7급,일반,10,327,90.00,세종 7급 응시현황+합격선 병합
B,인천,공무원,2023,2회,공개경쟁,인천광역시,행정,일반행정,7급,일반,5,695,93,인천 7급 통계자료(합격선=평균)
B,인천,공무원,2023,2회,공개경쟁,인천광역시,시설,일반토목,7급,일반,1,28,60,인천 7급 통계자료(합격선=평균)
B,인천,공무원,2023,2회,공개경쟁,인천광역시,시설,건축,7급,일반,1,16,,인천 7급 통계자료(합격선=평균)
B,전남,공무원,2023,4회,공개경쟁,도일괄,행정,일반행정,7급,일반,19,982,90,전남 7급 행정(일반행정) 도일괄
B,전북,공무원,2023,4회,공개경쟁,전라북도,행정,일반행정,7급,일반,5,470,93.00,전북 7급 시·군별 응시현황+합격선 병합
B,전북,공무원,2023,4회,공개경쟁,전주시,행정,일반행정,7급,일반,4,239,88.00,전북 7급 시·군별 응시현황+합격선 병합
B,충남,공무원,2023,2회,공개경쟁,충청남도,행정,일반행정,7급,일반,5,532,92.0,충남 7급 행정(일반행정) 응시현황+합격선
B,충북,공무원,2023,3회,공개경쟁,충청북도,행정,일반행정,7급,일반,2,254,94.00,충북 7급 행정(일반행정) 응시현황+합격선
B,충북,공무원,2023,3회,공개경쟁,청주시,행정,일반행정,7급,일반,2,231,93.00,충북 7급 행정(일반행정) 응시현황+합격선
C,강원,공무원,2026,2회,,속초시,수의,수의,7급,일반,1,0,,2026년도 제2회 강원특별자치도 공무원 임용시험 응시원서 접수현황(공고용).pdf
C,강원,공무원,2026,2회,,삼척시,수의,수의,7급,일반,1,0,,2026년도 제2회 강원특별자치도 공무원 임용시험 응시원서 접수현황(공고용).pdf
C,강원,공무원,2026,2회,,홍천군,수의,수의,7급,일반,2,0,,2026년도 제2회 강원특별자치도 공무원 임용시험 응시원서 접수현황(공고용).pdf
C,강원,공무원,2026,2회,,정선군,수의,수의,7급,일반,1,0,,2026년도 제2회 강원특별자치도 공무원 임용시험 응시원서 접수현황(공고용).pdf
C,강원,공무원,2026,2회,,화천군,수의,수의,7급,일반,1,0,,2026년도 제2회 강원특별자치도 공무원 임용시험 응시원서 접수현황(공고용).pdf
C,강원,공무원,2026,2회,,고성군,수의,수의,7급,일반,1,0,,2026년도 제2회 강원특별자치도 공무원 임용시험 응시원서 접수현황(공고용).pdf
C,강원,공무원,2026,2회,,양양군,수의,수의,7급,일반,1,0,,2026년도 제2회 강원특별자치도 공무원 임용시험 응시원서 접수현황(공고용).pdf
C,광주,공무원,2026,1회,경력경쟁,,수의,수의,7급,일반,8,4,,2026년도 제1회 광주광역시 지방공무원 임용시험 응시원서 최종접수현황(2026.5.21.기준).pdf
C,부산,공무원,2026,1회,경력경쟁,,수의,수의,7급,일반,4,10,,2026년 제1회 부산광역시 임용시험 응시원서 접수 현황.pdf
C,인천,공무원,2026,1회,경력경쟁,인천광역시 및 자치군·구,수의,수의,7급,일반,8,6,,2026년도 제1회 지방공무원 임용시험 직렬별 원서접수 결과(260330기준).pdf
C,국가직,공무원,2026,,공개경쟁,,공업,일반기계,7급,일반,13,420,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,공업,일반기계,7급,장애인,1,3,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,공업,전기,7급,일반,8,438,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,공업,전기,7급,장애인,1,3,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,공업,화공,7급,일반,20,413,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,공업,화공,7급,장애인,1,1,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,농업,일반농업,7급,일반,4,277,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,농업,일반농업,7급,장애인,1,2,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,임업,산림자원,7급,일반,5,241,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,환경,일반환경,7급,일반,7,322,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,환경,일반환경,7급,장애인,1,0,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,시설,일반토목,7급,일반,17,486,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,시설,일반토목,7급,장애인,1,1,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,시설,건축,7급,일반,25,426,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,시설,건축,7급,장애인,3,3,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,방재안전,방재안전,7급,일반,5,130,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,전산,전산개발,7급,일반,24,1197,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,전산,전산개발,7급,장애인,3,19,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,전산,데이터,7급,일반,13,527,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,전산,데이터,7급,장애인,2,11,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,방송통신,전송기술,7급,일반,11,254,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,방송통신,전송기술,7급,장애인,1,3,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,행정,일반행정 전국,7급,일반,179,7711,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,행정,일반행정 전국,7급,장애인,18,111,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,행정,우정사업본부,7급,일반,4,176,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,행정,우정사업본부,7급,장애인,1,7,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,행정,인사조직,7급,일반,1,157,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,행정,법무행정,7급,일반,10,556,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,행정,법무행정,7급,장애인,1,13,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,행정,재경,7급,일반,1,103,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,행정,고용노동,7급,일반,93,1731,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,행정,고용노동,7급,장애인,7,20,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,행정,교육행정,7급,일반,2,377,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,행정,선거행정,7급,일반,11,531,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,행정,선거행정,7급,장애인,1,14,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,세무,세무,7급,일반,31,2968,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,세무,세무,7급,장애인,3,37,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,관세,관세,7급,일반,33,814,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,관세,관세,7급,장애인,3,12,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,통계,통계,7급,일반,4,244,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,통계,통계,7급,장애인,1,6,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,감사,감사,7급,일반,16,798,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,감사,감사,7급,장애인,2,34,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,교정,교정,7급,일반,35,953,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,보호,보호,7급,일반,3,126,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,검찰,검찰,7급,일반,10,974,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,출입국관리,출입국관리,7급,일반,6,390,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,외무영사,외무영사,7급,일반,23,1594,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
C,국가직,공무원,2026,,공개경쟁,,외무영사,외무영사,7급,장애인,2,16,,2026년도 국가직 7급 공개경쟁채용시험 원서접수 현황.pdf
